,app_id,german,french,spanish,brazilian,russian,italian,schinese,japanese,koreana,polish
1537,1387500,(48),(11),(3),(2),(8),(2),(57),(2),(0),(8)
1538,1060230,"(1,177)",(42),(101),(22),(15),(4),(16),(7),(4),(10)
1539,1889040,(919),(21),(39),(62),(50),(7),(79),(13),(11),(13)
1540,1257290,(659),(46),(29),(15),(10),(6),"(1,428)",(192),(303),(4)
1541,743890,"(1,424)",(22),(377),(546),(29),(4),(130),(81),(213),(6)
1542,1178830,"(4,211)",(198),(413),(345),"(1,111)",(50),"(27,519)",(121),(103),(67)
1543,1426010,(479),(21),(10),(3),(100),(4),(4),(0),(0),(15)
1544,2008980,(138),(5),(0),(1),(1),(0),(3),(5),(0),(0)
1545,985890,"(6,669)",(820),"(1,175)",(914),"(2,656)",(86),"(2,329)",(78),(237),(15)
1546,205950,"(5,427)",(188),(524),(367),(260),(53),(90),(9),(49),(38)
1547,954740,"(8,286)",(307),(431),(85),"(1,215)",(101),(501),(65),(26),(324)
1548,1580520,(577),(54),(36),(15),(54),(3),(228),(6),(139),(11)
1549,1324780,"(2,022)",(56),(100),(75),(147),(46),(487),(16),(15),(53)
1550,108710,"(16,249)",(879),"(2,383)","(1,814)","(7,137)",(632),"(4,514)",(288),"(1,051)","(1,158)"
1551,953880,"(2,322)",(154),(35),(415),(143),(9),(192),(19),(34),(8)
1552,544810,"(9,336)",(590),(947),(705),"(2,617)",(255),"(10,535)",(68),(249),(754)
1553,1108000,(267),(16),(10),(17),(35),(61),(50),(8),(17),(5)
1554,1194810,"(2,315)",(174),(41),(20),(35),(11),(103),(56),(32),(11)
1555,2290000,(281),(26),(4),(0),(13),(2),(21),(4),(4),(6)
1556,2490790,(67),(4),(3),(7),(13),(2),(4),(0),(3),(1)
1557,2210,"(1,550)",(47),(175),(99),(450),(40),(48),(24),(37),(90)
1558,115320,"(5,588)",(300),(706),(351),"(3,383)",(150),"(1,121)",(8),(86),(292)
1559,1520470,(357),(14),(34),(19),(102),(2),"(20,118)",(15),(13),(5)
1560,2198070,(173),(7),(1),(0),(4),(0),(55),(3),(14),(1)
1561,606150,"(8,149)",(413),"(1,174)","(1,634)","(1,043)",(102),"(1,775)",(232),(599),(295)
1562,2314160,(642),(1),(8),(3),(9),(1),(11),(4),(19),(5)
1563,1604000,"(4,826)",(34),(864),(794),"(2,893)",(26),(915),(88),(133),(248)
1564,503940,"(5,569)",(359),(220),(132),(478),(147),"(1,029)",(85),(177),(176)
1565,252870,"(4,565)",(136),(45),(24),(206),(21),(15),(9),(12),(14)
1566,1531540,"(2,126)",(101),(25),(28),(46),(23),(111),(3),(3),(24)
1567,626690,"(5,994)",(467),(692),(460),"(1,541)",(114),"(6,222)",(326),(814),(113)
1568,2176130,(224),(4),(5),(2),(1),(2),(1),(1),(0),(0)
1569,1259790,(889),(18),(88),(17),(18),(5),(117),(126),(224),(3)
1570,1578650,"(3,541)",(65),(28),(42),(25),(15),(38),(8),(41),(19)
1571,1104380,"(2,339)",(165),(76),(15),(179),(26),(175),(11),(80),(12)
1572,1494810,(510),(6),(5),(2),(12),(1),(3),(6),(0),(2)
1573,1173790,"(1,062)",(23),(37),(33),(13),(12),(75),(199),(72),(3)
1574,254700,"(25,438)",(899),"(11,210)","(13,625)","(3,308)",(378),"(5,113)",(396),(505),(575)
1575,200260,"(26,361)","(1,259)","(4,389)","(4,641)","(5,119)",(610),"(3,082)",(105),"(1,037)","(1,317)"
1576,729000,"(1,869)",(47),(42),(39),(101),(6),(230),(11),(39),(22)
1577,20900,"(22,673)","(1,520)","(3,426)","(4,295)","(15,056)",(776),"(4,194)",(154),(566),"(4,032)"
1578,751630,"(1,557)",(83),(54),(21),(96),(12),(263),(44),(97),(17)
1579,632300,"(2,238)",(33),(55),(21),(505),(4),"(2,653)",(49),(12),(241)
1580,378760,(952),(86),(77),(74),(313),(27),(271),(18),(39),(31)
1581,1206610,(871),(30),(209),(109),(92),(8),"(2,259)",(4),(25),(16)
1582,352400,"(3,772)",(297),(564),(669),(402),(67),(192),(14),(60),(652)
1583,1207650,"(4,355)",(120),(83),(75),(117),(49),(168),(28),(17),(49)
1584,1173370,"(5,602)",(220),(247),(25),(289),(35),(8),(4),(10),(610)
1585,991270,"(1,798)",(52),(45),(44),(39),(8),(429),(36),(9),(17)
1586,268050,"(9,935)",(703),"(1,846)","(1,325)","(3,303)",(333),"(5,707)",(173),(600),(395)
1587,678800,"(4,212)",(103),(717),(485),(866),(42),(285),(35),(96),(313)
1588,622650,"(14,463)",(384),"(1,444)","(1,535)","(2,400)",(153),(339),(58),(276),(531)
1589,2441270,(261),(1),(3),(6),(6),(2),(12),(3),(85),(1)
1590,2100160,(170),(45),(38),(6),(1),(33),(15),(2),(1),(4)
1591,1255560,(962),(48),(11),(12),(36),(14),(13),(20),(5),(1)
1592,1695830,(674),(23),(22),(4),(7),(8),(0),(1),(0),(1)
1593,1451480,"(1,493)",(14),(91),(39),(30),(10),(8),(19),(33),(22)
1594,1810820,(80),(1),(5),(2),(0),(1),(80),(56),(22),(0)
1595,2096610,(557),(16),(47),(29),(542),(8),(281),(7),(7),(22)
1596,595690,"(2,810)",(26),(68),(67),(120),(6),(241),(11),(165),(71)
1597,1718870,"(2,273)",(70),(170),(112),(265),(22),(171),(3),(43),(172)
1598,537800,"(7,657)",(288),(300),(404),(922),(109),"(1,629)",(88),(267),(262)
1599,1621070,"(3,506)",(39),(148),(101),(111),(11),(66),(7),(17),(21)
1600,2264140,(34),(22),(0),(1),(0),(1),(62),(3),(0),(0)
1601,3830,"(12,094)",(319),(662),(518),"(1,209)",(169),(149),(18),(30),(223)
1602,1357860,(475),(26),(25),(10),(33),(5),(143),(40),(35),(6)
1603,47410,"(4,646)",(400),(381),(326),"(1,665)",(125),(115),(17),(31),(477)
1604,520440,"(5,656)",(125),(525),(456),(376),(34),"(1,159)",(95),(385),(48)
1605,470310,"(2,700)",(89),(38),(44),(143),(12),"(3,058)",(155),"(1,340)",(12)
1606,211500,"(10,270)","(1,380)","(1,626)",(943),"(1,193)",(558),(318),(55),(164),(499)
1607,2094910,(183),(9),(6),(9),(17),(3),(72),(6),(6),(5)
1608,532210,"(13,556)","(1,174)","(1,469)","(2,018)","(4,242)",(370),"(3,528)",(84),(275),(556)
1609,304240,"(10,578)",(554),"(2,267)","(2,472)","(1,431)",(333),"(1,404)",(159),(267),(216)
1610,1602010,"(2,147)",(27),(127),(59),(15),(12),(248),(70),(58),(13)
1611,456750,"(5,211)",(515),(521),(728),(667),(89),(996),(50),(211),(94)
1612,380,"(12,631)",(442),"(1,776)",(934),"(5,499)",(171),(920),(46),(377),(733)
1613,265550,"(7,079)",(634),(877),(771),"(1,578)",(138),"(3,154)",(328),(511),(159)
1614,1282730,"(16,362)",(665),"(2,516)","(1,089)","(3,635)",(129),"(3,659)",(272),(972),(369)
1615,793460,"(2,190)",(164),(138),(70),(370),(33),(801),(21),(202),(401)
1616,287290,"(7,111)",(426),"(2,533)","(3,266)","(4,030)",(177),"(3,579)",(275),(545),(382)
1617,207490,"(2,021)",(213),(218),(264),(297),(65),(84),(10),(35),(258)
1618,2069040,(450),(10),(14),(30),(11),(3),(8),(0),(0),(8)
1619,2367230,(219),(4),(12),(10),(12),(3),(54),(44),(75),(0)
1620,541210,"(3,224)",(104),(54),(33),(73),(34),(251),(36),(46),(37)
1621,262410,"(7,462)",(423),(764),(789),"(3,013)",(147),"(3,360)",(182),(207),(552)
1622,1643320,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed
1623,2247570,(82),(1),(6),(0),(36),(2),(86),(3),(4),(2)
1624,2498570,(42),(2),(5),(2),(0),(0),(3),(0),(0),(0)
1625,334230,"(28,668)",(140),(617),(542),(228),(83),(35),(13),(12),(239)
1626,341940,"(8,231)",(415),(921),(756),"(3,154)",(155),(407),(46),(135),(417)
1627,1881200,(491),(270),(38),(14),(43),(23),(178),(3),(16),(12)
1628,877200,"(3,711)",(90),(51),(12),(99),(23),(75),(15),(48),(34)
1629,1182020,"(1,787)",(97),(114),(42),(31),(16),(12),(5),(16),(22)
1630,1218210,"(2,353)",(141),(258),(424),(74),(94),(433),(32),(71),(19)
1631,1138190,"(1,345)",(35),(26),(36),(74),(10),(8),(7),(3),(32)
1632,1062830,(798),(32),(66),(22),(46),(6),(291),(17),(37),(32)
1633,361280,"(5,573)",(236),(155),(388),(311),(74),"(3,063)",(28),(399),(522)
1634,337000,"(22,555)","(1,345)","(1,088)",(858),"(7,882)",(461),"(1,667)",(56),(154),(719)
1635,899440,"(3,199)",(105),(177),(122),(317),(31),"(2,705)",(354),(401),(19)
1636,50130,"(17,313)",(962),"(1,895)","(1,606)","(12,651)",(452),"(1,551)",(24),(383),"(2,586)"
1637,1262240,"(3,203)",(93),"(1,010)",(493),(942),(32),"(5,521)",(14),(89),(408)
1638,1179680,"(1,428)",(26),(32),(34),(119),(5),(18),(0),(6),(25)
1639,451340,"(8,576)",(668),(493),(335),(615),(67),(194),(69),(87),(389)
1640,744900,"(9,762)",(403),"(1,872)","(1,641)","(2,177)",(140),"(4,083)",(100),(253),(314)
1641,1155330,(517),(23),(16),(6),(48),(9),(81),(0),(2),(28)
1642,898920,"(3,574)",(46),(20),(8),(10),(39),(38),(0),(11),(9)
1643,1377380,"(3,624)",(439),(311),(458),(527),(24),"(1,419)",(112),"(1,223)",(41)
1644,955900,"(1,643)",(51),(34),(110),(72),(4),"(18,502)",(3),(7),(12)
1645,656350,"(4,405)",(252),(347),(449),(381),(41),"(1,697)",(53),(91),(107)
1646,861540,"(6,232)",(389),(257),(134),(456),(31),"(1,095)",(105),(370),(169)
1647,1812090,(486),(53),(45),(17),(10),(1),(22),(2),(11),(2)
1648,606880,"(11,767)",(732),(439),(309),"(1,340)",(209),"(1,760)",(13),(44),(450)
1649,2200,"(1,940)",(64),(143),(77),(518),(36),(49),(8),(16),(133)
1650,604240,"(8,540)",(48),(67),(127),(100),(14),(93),(49),(14),(51)
1651,203140,"(15,966)",(995),"(1,792)","(1,619)","(10,438)",(468),"(2,402)",(115),(636),"(1,321)"
1652,1466060,"(1,033)",(21),(11),(7),(21),(10),(6),(1),(1),(27)
1653,1082710,"(3,871)",(37),(116),(69),(9),(10),(25),(67),(52),(7)
1654,1493750,(531),(15),(15),(21),(96),(8),(15),(5),(19),(6)
1655,620620,(181),(2),(2),(2),(4),(0),(0),(0),(0),(2)
1656,1559600,(263),(13),(2),(3),(4),(0),(0),(0),(0),(4)
1657,35720,"(8,893)","(1,035)",(917),"(1,447)","(2,458)",(346),"(2,465)",(119),(404),(529)
1658,907650,"(2,533)",(114),(71),(34),(236),(55),(458),(31),(26),(310)
1659,1531430,"(3,959)",(354),(383),(385),"(1,637)",(108),"(2,262)",(46),(697),(134)
1660,1432050,"(1,947)",(100),(137),(194),(324),(39),"(1,341)",(12),(100),(21)
1661,915810,"(3,958)",(147),(169),(160),(398),(41),(714),(23),(54),(44)
1662,32510,"(4,643)",(139),(360),(246),(531),(42),(40),(4),(19),(558)
1663,41700,"(10,076)",(375),(848),(356),"(10,233)",(119),(490),(94),(263),(675)
1664,208580,"(17,842)",(520),(633),(276),"(1,361)",(137),(104),(5),(17),(300)
1665,833360,"(1,669)",(52),(25),(56),(142),(11),(188),(4),(36),(25)
1666,1215390,"(3,518)",(29),(175),(69),(93),(16),(162),(70),(94),(83)
1667,2240920,(125),(0),(2),(0),(0),(0),(0),(0),(0),(0)
1668,550320,"(3,148)",(178),(185),(78),(153),(58),(137),(56),(67),(41)
1669,226860,"(8,594)",(321),(112),(71),(449),(51),(144),(11),(40),(63)
1670,948740,"(3,514)",(74),(68),(83),(149),(15),"(2,165)",(215),(24),(22)
1671,223830,"(3,441)",(118),(68),(67),(402),(50),(63),(20),(49),(64)
1672,1055540,"(10,275)",(304),(522),(574),(191),(60),"(1,138)",(144),(541),(55)
1673,1345820,"(2,010)",(177),(64),(27),(119),(10),(42),(17),(72),(25)
1674,242550,"(3,130)",(353),(462),(583),"(1,030)",(90),(347),(1),(78),(529)
1675,407130,"(3,259)",(212),(119),(45),(479),(29),"(2,135)",(64),(146),(324)
1676,511680,(850),(23),(85),(60),(86),(3),"(2,479)",(51),(148),(10)
1677,1072420,"(1,791)",(194),(84),(31),(11),(14),"(2,792)",(255),(366),(5)
1678,1388870,(863),(26),(17),(8),(4),(9),(44),(12),(21),(1)
1679,2206210,(135),(15),(14),(7),(8),(2),(21),(6),(17),(1)
1680,666860,"(1,459)",(97),(309),(377),(189),(75),(47),(7),(14),(76)
1681,282070,"(24,091)","(1,685)","(2,680)","(2,722)","(7,931)",(749),"(20,516)",(411),"(3,097)","(2,115)"
1682,714120,"(4,857)",(140),(669),(868),(979),(41),(222),(16),(68),(113)
1683,420,"(17,699)",(528),"(2,442)","(1,148)","(7,315)",(214),"(1,354)",(70),(543),(827)
1684,277590,(969),(72),(88),(162),(278),(16),(186),(13),(65),(56)
1685,306020,"(8,133)",(110),(164),(266),(138),(17),(132),(27),(114),(702)
1686,9880,"(2,887)",(95),(121),(277),(239),(22),(14),(4),(19),(42)
1687,1110100,(927),(13),(133),(141),(43),(8),(5),(1),(2),(9)
1688,321360,"(5,440)",(250),(487),(350),(808),(54),(61),(11),(43),(269)
1689,1948980,(180),(2),(0),(0),(0),(0),"(7,211)",(4),(10),(0)
1690,16450,"(4,040)",(238),(586),(371),(196),(109),(316),(49),(122),(326)
1691,477740,"(3,045)",(71),(129),(91),(111),(27),(824),(125),(64),(24)
1692,280,"(7,646)",(173),"(1,150)",(531),"(1,937)",(72),(488),(40),(172),(321)
1693,1937780,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed
1694,1659600,(387),(8),(18),(14),(51),(1),(16),(7),(7),(4)
1695,1546400,(603),(6),(26),(17),(6),(9),(53),(14),(20),(2)
1696,1607240,(495),(8),(8),(7),(4),(2),(3),(4),(3),(1)
1697,252530,"(5,921)",(777),(181),(466),(338),(119),(261),(18),(198),(974)
1698,204120,"(1,298)",(91),(88),(229),(333),(2),(44),(3),(27),(234)
1699,289130,"(11,351)",(866),(341),(221),"(1,495)",(192),"(1,298)",(36),(329),(349)
1700,205710,"(1,764)",(27),(17),(21),(35),(3),(37),(3),(7),(3)
1701,473950,"(3,118)",(104),(75),(79),(159),(21),"(1,001)",(53),(106),(21)
1702,862800,"(1,762)",(23),(10),(14),(9),(4),(6),(2),(2),(11)
1703,354240,"(2,318)",(137),(257),(158),(384),(38),(461),(115),(272),(158)
1704,34270,"(6,026)",(193),(958),"(1,177)","(1,128)",(67),(31),(2),(149),(141)
1705,388880,"(8,038)",(219),(344),(234),(630),(89),(783),(5),(156),(100)
1706,1535560,"(2,741)",(156),(123),(132),(218),(9),(235),(72),(51),(75)
1707,1813170,(170),(6),(0),(3),(7),(2),(27),(0),(0),(2)
1708,2371630,(371),(12),(38),(114),(7),(9),(38),(30),(16),(6)
1709,809230,"(1,120)",(46),(28),(9),(73),(18),(213),(8),(9),(24)
1710,1079260,"(3,165)",(40),(214),(45),(41),(30),(195),(22),(33),(91)
1711,2273170,(33),(3),(2),(0),(5),(0),(308),(4),(0),(0)
1712,288160,"(13,080)","(1,153)","(1,609)","(2,306)","(1,089)",(306),"(2,292)",(195),(567),(302)
1713,858810,"(10,224)",(813),(701),(224),(536),(108),"(1,027)",(87),(240),(156)
1714,261030,"(15,337)",(792),"(1,493)","(1,148)","(3,871)",(337),(981),(30),(612),"(1,326)"
1715,510500,(964),(33),(10),(5),(38),(8),(18),(3),(5),(8)
1716,855740,"(1,108)",(81),(59),(79),(359),(19),(246),(17),(23),(211)
1717,1069640,"(2,821)",(201),(128),(53),(229),(20),(174),(9),(10),(47)
1718,2200780,(716),(34),(49),(49),(75),(5),(58),(3),(10),(44)
1719,573100,"(5,491)",(278),(155),(30),(524),(45),"(1,408)",(3),(134),(111)
1720,1920480,(454),(8),(70),(29),(79),(2),(190),(29),(67),(1)
1721,3480,"(5,398)",(82),(183),(129),(66),(173),(74),(15),(19),(81)
1722,1402110,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed
1723,1056960,"(5,814)",(302),(333),(167),"(1,871)",(106),"(2,176)",(36),(242),(317)
1724,1583320,"(2,847)",(135),"(2,260)","(1,224)",(263),(63),(45),(11),(172),(327)
1725,1755180,(234),(29),(3),(7),(18),(3),(47),(4),(2),(13)
1726,231200,"(2,980)",(55),(60),(28),(155),(35),(84),(9),(36),(14)
1727,2500750,(132),(31),(6),(3),(392),(4),(80),(5),(61),(1)
1728,1244800,"(1,310)",(196),(19),(15),(85),(15),(275),(24),(25),(22)
1729,1358140,(932),(19),(19),(6),(66),(3),(35),(18),(33),(18)
1730,362680,"(7,422)",(169),"(1,342)","(1,038)","(2,572)",(106),(665),(25),(166),(113)
1731,274520,"(7,962)",(151),(563),(920),"(2,274)",(94),"(2,860)",(11),(151),(394)
1732,1628610,(278),(57),(2),(1),(0),(0),(64),(4),(1),(2)
1733,2082350,(89),(2),(1),(1),(1),(0),(0),(0),(0),(0)
1734,803330,"(7,451)",(174),(398),(366),(307),(74),(228),(19),(43),(131)
1735,2246880,(248),(7),(8),(2),(30),(2),(3),(1),(0),(3)
1736,2096600,(782),(26),(70),(40),(734),(9),(302),(11),(12),(29)
1737,32450,(810),(28),(79),(82),(79),(17),(13),(1),(10),(136)
1738,593600,"(4,028)",(307),(921),(512),(709),(80),"(2,212)",(81),(280),(682)
1739,914620,"(7,428)",(290),(327),(290),"(1,000)",(67),(645),(98),(100),(129)
1740,418240,"(10,874)",(634),"(1,023)",(747),"(1,443)",(216),"(15,066)",(147),"(1,198)",(451)
1741,586200,"(1,393)",(73),(184),(192),(21),(34),(100),(108),(59),(8)
1742,1354830,"(1,323)",(40),(90),(43),(14),(4),(105),(7),(17),(22)
1743,436670,"(1,339)",(33),(32),(33),(28),(10),(59),(1),(29),(7)
1744,521890,"(5,975)",(327),(719),(339),"(2,423)",(137),(306),(32),(93),(650)
1745,750130,"(1,048)",(62),(94),(104),(649),(23),(281),(13),(15),(66)
1746,301320,"(1,018)",(64),(20),(10),(6),(7),(15),(2),(9),(1)
1747,32430,"(6,177)",(318),(602),(453),(630),(92),(53),(7),(23),(281)
1748,2377420,(20),(0),(2),(1),(0),(0),(67),(0),(0),(0)
1749,342940,"(1,900)",(38),(9),(26),(32),(4),(8),(0),(4),(8)
1750,746850,"(7,320)",(429),(461),(348),"(1,015)",(82),"(1,769)",(129),(234),(66)
1751,2262770,"(2,112)",(39),(221),(135),(144),(14),(27),(6),(95),(65)
1752,1552550,(935),(36),(60),(51),(55),(6),(52),(48),(29),(5)
1753,278080,"(3,818)",(185),(95),(149),(215),(18),"(6,130)",(93),(330),(16)
1754,219780,"(2,166)",(181),(145),(70),"(1,171)",(60),(130),(3),(46),(121)
1755,773790,"(2,666)",(177),(58),(52),(223),(19),(39),(20),(12),(46)
1756,707030,"(6,857)",(136),(199),(165),"(1,191)",(67),(291),(56),(56),(327)
1757,1276790,"(4,541)",(391),(667),(830),(596),(110),"(1,226)",(54),(319),(241)
1758,964800,"(4,365)",(171),(129),(51),(351),(42),(114),(8),(33),(67)
1759,1155970,"(2,170)",(15),(27),(25),(20),(9),(29),(2),(10),(19)
1760,108200,"(3,672)",(236),(136),(109),(167),(57),(64),(27),(17),(125)
1761,1928870,(998),(50),(43),(30),(71),(8),(716),(18),(34),(66)
1762,328080,"(5,441)",(129),(180),(124),(317),(30),(551),(99),(123),(67)
1763,1034860,(726),(66),(24),(62),(19),(7),(101),(78),(54),(4)
1764,374040,"(6,780)","(1,126)",(718),"(1,096)","(1,223)",(148),"(7,104)",(172),(709),(176)
1765,503560,"(6,567)",(426),(494),(547),(996),(72),"(2,439)",(108),(504),(835)
1766,548570,"(7,797)",(275),(261),(204),"(1,947)",(110),"(3,692)",(90),(273),(191)
1767,1807080,"(1,166)",(38),(28),(26),(874),(16),(28),(1),(1),(33)
1768,1106340,(735),(4),(5),(5),(1),(2),(1),(1),(1),(0)
1769,35700,"(5,911)",(657),(914),"(1,068)","(1,727)",(268),"(1,554)",(67),(225),(356)
1770,1058830,"(2,089)",(93),(144),(86),(68),(4),(391),(40),(180),(9)
1771,957960,(109),(5),(3),(6),(15),(5),(49),(1),(6),(13)
1772,2172900,(35),(2),(2),(0),(1),(0),(3),(0),(0),(0)
1773,247000,"(5,574)",(272),(254),(98),(579),(184),(57),(17),(23),"(1,150)"
1774,1428100,(688),(6),(8),(4),(25),(0),(22),(25),(9),(8)
1775,851100,"(4,300)",(100),(484),(467),(361),(24),"(4,834)",(238),(711),(47)
1776,333600,"(9,720)",(111),(498),(370),"(1,401)",(32),"(11,510)",(330),(514),(207)
1777,2318310,(230),(0),(0),(1),(0),(0),(0),(0),(0),(1)
1778,329050,"(4,820)",(128),(786),(988),"(1,187)",(113),"(4,326)",(108),(290),(157)
1779,458710,"(2,108)",(122),(191),(263),(434),(25),"(3,337)",(31),(209),(190)
1780,249050,"(9,095)",(708),(391),(334),(881),(85),(322),(117),(293),(170)
1781,1036240,(610),(31),(33),(16),(3),(0),(26),(16),(8),(10)
1782,233270,"(10,267)",(400),(667),(635),"(1,875)",(201),(352),(27),(126),(148)
1783,1403650,(269),(23),(15),(23),(3),(3),(52),(1),(11),(18)
1784,1347970,(894),(28),(22),(27),(7),(5),(554),(5),(49),(12)
1785,350080,"(8,912)",(464),"(1,029)",(322),"(2,172)",(257),"(1,161)",(57),(338),(603)
1786,1115690,"(4,171)",(380),(110),(82),(885),(50),"(1,308)",(23),(92),(426)
1787,597820,"(12,245)",(719),(435),(344),(724),(190),"(1,794)",(277),(231),(322)
1788,2009350,(474),(21),(1),(0),(5),(2),(0),(0),(0),(4)
1789,2515240,(185),(10),(10),(1),(105),(3),(70),(18),(48),(3)
1790,362960,"(7,800)",(387),(320),(113),"(2,022)",(66),(370),(17),(35),(363)
1791,1209490,"(1,389)",(61),(214),(138),(449),(30),(443),(31),(101),(69)
1792,22300,"(9,835)",(452),"(1,733)","(1,007)","(3,259)",(273),(180),(3),(138),(420)
1793,2014380,(175),(3),(10),(8),(1),(2),(38),(23),(19),(1)
1794,970830,"(2,428)","(2,829)",(153),(54),(296),(19),(594),(4),(17),(26)
1795,35140,"(26,941)","(1,259)","(4,803)","(3,734)","(4,500)",(659),"(3,129)",(124),(922),"(1,098)"
1796,1974050,"(3,580)",(251),(140),(280),"(1,323)",(39),(809),(46),(672),(113)
1797,40970,"(8,488)",(190),(288),(205),"(1,905)",(239),"(1,242)",(31),(54),"(1,854)"
1798,1489970,(257),(21),(8),(7),(7),(4),(46),(20),(11),(5)
1799,1580240,(733),(19),(9),(19),(5),(1),(315),(86),(54),(4)
1800,1944570,"(3,466)",(42),(51),(43),(20),(10),(245),(9),(29),(33)
1801,898890,(669),(45),(50),(53),(93),(9),(49),(4),(5),(18)
1802,1906020,(129),(9),(21),(5),(21),(3),(3),(3),(1),(2)
1803,748490,"(1,757)",(40),(46),(58),(34),(4),(414),(24),(9),(18)
1804,1995890,(226),(22),(11),(9),(8),(5),(23),(1),(1),(3)
1805,241930,"(45,195)","(2,398)","(4,721)","(6,605)","(6,650)","(1,042)","(3,062)",(172),"(1,373)","(2,376)"
1806,1515950,"(1,187)",(39),(326),(341),(408),(23),(641),(205),(79),(50)
1807,1968340,(324),(5),(2),(1),(5),(1),(13),(2),(6),(2)
1808,962400,(986),(46),(81),(72),(179),(21),(120),(1),(58),(142)
1809,246420,"(4,862)",(259),(420),(458),(826),(90),"(3,425)",(62),(244),(315)
1810,893850,"(3,159)",(144),(182),(313),(439),(57),(592),(8),(97),(116)
1811,505230,"(4,569)",(42),(106),(469),"(2,920)",(24),(162),(7),(33),(78)
1812,1428520,(161),(2),(1),(0),(24),(2),(4),(1),(1),(2)
1813,764300,(411),(14),(107),(29),(59),(10),(47),(17),(46),(8)
1814,420560,"(2,803)",(254),(98),(58),(146),(51),(260),(26),(67),(116)
1815,333420,"(4,502)",(706),(206),(120),"(3,327)",(110),(115),(29),(48),(877)
1816,719890,"(4,388)",(121),(80),(240),"(1,422)",(17),(275),(12),(47),(49)
1817,291480,"(33,150)","(2,838)","(5,171)","(1,810)","(14,856)","(1,127)","(7,580)",(127),"(1,057)","(4,848)"
1818,648410,(796),(12),(7),(10),(55),(2),(11),(1),(1),(15)
1819,406160,(40),(1),(0),(0),(0),(0),(4),(0),(0),(0)
1820,24800,"(1,606)",(72),(116),(74),(505),(20),"(1,432)",(2),(67),(60)
1821,823130,"(54,602)","(1,163)","(1,959)","(1,410)","(6,480)",(328),"(6,963)",(131),"(1,280)","(1,683)"
1822,825630,"(1,182)",(22),(73),(49),(245),(17),"(3,089)",(107),(27),(14)
1823,1105510,"(2,566)",(45),(109),(60),(77),(14),(490),(59),(246),(43)
1824,1485590,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed
1825,1919470,(166),(3),(3),(2),(1),(0),(1),(1),(0),(0)
1826,394310,"(4,886)",(395),(668),"(1,568)","(1,577)",(102),"(1,126)",(59),(303),(382)
1827,597220,"(7,809)",(26),(23),(23),(39),(8),(435),(5),(81),(29)
1828,757310,"(3,144)",(145),(99),(140),(90),(16),(215),(28),(9),(23)
1829,427290,"(10,240)",(594),(691),(535),"(2,341)",(278),"(2,792)",(27),(110),(473)
1830,1388590,"(2,663)",(60),(126),(51),(102),(17),(761),(93),(508),(41)
1831,1071870,"(1,574)",(217),(115),(85),(299),(25),"(3,193)",(60),(547),(39)
1832,1843090,"(1,286)",(10),(65),(40),(68),(7),(154),(68),(72),(5)
1833,321960,"(2,575)",(287),(124),(110),"(1,023)",(41),(905),(3),(160),(246)
1834,1397920,"(6,502)",(319),(691),"(1,257)","(1,169)",(68),(960),(129),(142),(719)
1835,2095300,(165),(3),(2),(1),(5),(3),"(5,234)",(0),(1),(0)
1836,25000,"(6,263)",(142),(158),(141),(378),(63),(128),(30),(54),(59)
1837,978300,"(1,438)",(71),(45),(67),(214),(4),(167),(23),(66),(53)
1838,259680,"(4,131)",(70),(68),(70),(240),(16),(940),(48),(191),(49)
1839,1220140,"(1,433)",(166),(87),(106),(227),(38),(406),(5),(23),(26)
1840,1868180,(169),(10),(7),(0),(0),(2),(82),(84),(50),(0)
1841,24810,"(2,141)",(99),(113),(81),(508),(25),(383),(0),(37),(43)
1842,1557580,(140),(4),(2),(1),(2),(1),(3),(3),(4),(0)
1843,226840,"(7,277)",(389),(280),(276),"(1,679)",(101),(771),(89),(122),(362)
1844,1755910,(201),(8),(36),(46),(39),(2),(74),(56),(23),(1)
1845,498240,"(7,491)",(426),(640),(630),"(1,679)",(71),"(1,142)",(1),(86),(221)
1846,606280,"(5,837)",(396),(608),(528),"(2,119)",(127),"(2,727)",(27),(146),(242)
1847,466170,"(1,280)",(32),(24),(32),(51),(1),(26),(11),(7),(19)
1848,1670870,"(1,025)",(71),(227),(57),(181),(8),(161),(6),(57),(91)
1849,1472560,(935),(45),(73),(114),(98),(9),(247),(16),(105),(41)
1850,1402120,(538),(23),(272),(42),(18),(9),(65),(8),(8),(5)
1851,1330460,"(2,882)",(173),(98),(81),(136),(32),(339),(40),(91),(63)
1852,2221920,(746),(49),(86),(68),(53),(13),(151),(8),(26),(23)
1853,2259210,(141),(0),(1),(5),(15),(0),(23),(4),(2),(2)
1854,2180550,(7),(0),(0),(0),(1),(0),(85),(1),(0),(0)
1855,1328840,(923),(72),(68),(136),(511),(17),"(1,342)",(2),(80),(26)
1856,460790,"(9,808)",(350),"(2,221)","(1,619)","(1,483)",(223),"(6,167)",(277),(538),(208)
1857,536220,"(6,362)",(333),(680),(629),"(2,528)",(81),"(1,270)",(11),(311),(711)
1858,1216320,"(3,539)",(175),(174),(47),(170),(29),(455),(7),(139),(76)
