,app_id,german,french,spanish,brazilian,russian,italian,schinese,japanese,koreana,polish
627,292730,"(15,409)","(1,097)","(1,150)",(410),"(2,199)",(381),"(1,449)",(151),(801),(704)
628,304430,"(21,053)","(1,227)","(2,063)","(2,216)","(3,902)",(400),"(14,317)",(251),"(1,226)",(398)
629,495910,"(3,006)",(71),(196),(434),(189),(21),(605),(3),(34),(57)
630,1237320,"(13,837)",(473),"(1,231)",(493),(266),(86),(369),(171),(303),(101)
631,1867510,(113),(2),(1),(1),(0),(0),(19),(0),(1),(0)
632,1778820,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed
633,1105420,"(1,006)",(116),(99),(193),(26),(35),(212),(26),(24),(84)
634,1585220,"(2,286)",(51),(83),(78),(108),(9),(259),(48),(223),(23)
635,720620,"(2,907)",(100),(101),(226),(73),(32),(64),(2),(4),(15)
636,65800,"(12,908)",(504),(491),(543),(557),(77),(154),(104),(72),(211)
637,1496790,"(12,578)",(624),(503),(334),(291),(160),(555),(45),(157),(176)
638,2379390,(590),(28),(48),(17),(102),(12),(237),(8),(76),(15)
639,1256670,"(5,778)",(64),(160),(112),(848),(25),"(8,737)",(543),"(5,651)",(41)
640,621060,"(25,264)","(1,291)","(1,669)","(1,576)","(3,574)",(360),"(6,875)",(336),"(1,180)","(2,004)"
641,1358700,"(1,224)",(32),(43),(24),(10),(10),(336),(55),(20),(5)
642,823500,"(30,479)",(436),(203),(129),(972),(104),(268),(77),(168),(212)
643,400,"(74,430)","(2,893)","(10,535)","(6,745)","(16,580)","(1,140)","(9,267)",(732),"(3,819)","(2,891)"
644,1451810,(553),(23),(17),(36),(21),(8),(28),(5),(15),(15)
645,837470,"(7,468)",(165),(810),(715),"(1,429)",(56),"(3,351)",(58),(359),(227)
646,1530470,(88),(5),(15),(11),(28),(12),(25),(3),(14),(2)
647,858820,"(8,607)",(766),(850),"(2,432)","(1,039)",(94),"(2,359)",(137),(520),(201)
648,1324130,"(3,606)",(237),(117),(164),(116),(39),(435),(65),(156),(55)
649,1066890,"(4,017)",(392),(509),(869),(89),(152),(112),(26),(45),(64)
650,1029210,"(1,171)",(15),(89),(97),(27),(4),(100),(40),(41),(1)
651,1944790,"(2,174)",(175),(105),(34),(191),(43),(418),(6),(24),(50)
652,1522820,"(6,078)",(641),(246),(273),(788),(73),"(1,923)",(82),(298),(211)
653,394690,"(12,573)",(200),(232),(136),(223),(43),(545),(163),(128),(221)
654,745920,"(23,625)","(2,221)","(2,589)","(2,537)",(263),(286),"(3,699)",(111),(338),(248)
655,921570,"(4,661)",(304),(406),(141),(43),(81),"(5,565)",(343),(789),(16)
656,1608230,"(1,028)",(118),(72),(49),(142),(34),(214),(20),(70),(15)
657,1701520,(457),(36),(47),(38),(64),(15),"(2,474)",(106),(100),(10)
658,302670,"(11,154)",(481),"(1,043)",(375),"(3,310)",(192),"(2,176)",(29),(216),(380)
659,933820,"(4,505)",(328),(275),(218),(631),(45),"(1,288)",(135),(265),(77)
660,637650,"(19,407)","(1,283)","(1,836)","(2,190)","(2,924)",(396),"(14,437)",(414),(969),(287)
661,1084600,"(5,382)",(349),(193),(299),(258),(55),"(6,425)",(90),(156),(40)
662,1127500,"(12,664)",(396),(331),(250),(417),(70),"(1,059)",(97),(556),(333)
663,1501750,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed
664,1007040,"(5,624)",(81),(93),(63),(129),(13),"(1,308)",(469),(230),(6)
665,34330,"(28,859)","(28,859)","(28,859)","(28,859)","(28,859)","(28,859)","(28,859)","(28,859)","(28,859)","(28,859)"
666,287700,"(51,021)","(1,950)","(4,890)","(3,817)","(11,950)",(846),"(1,530)",(871),"(1,325)","(1,123)"
667,500,"(19,583)",(823),"(7,375)","(3,626)","(9,288)",(254),"(3,373)",(111),(471),(899)
668,1644320,(859),(54),(14),(7),(31),(5),(68),(22),(6),(16)
669,589290,"(16,407)",(629),(562),(220),"(1,000)",(144),"(1,414)",(66),(268),(412)
670,1336980,(94),(3),(1),(1),(0),(0),(866),(399),(6),(0)
671,714010,"(53,939)","(1,710)","(6,653)","(5,360)","(4,849)",(594),"(7,322)",(383),(987),"(2,250)"
672,231430,"(46,205)","(2,855)","(3,993)","(2,113)","(12,066)",(916),"(18,189)",(137),"(2,148)","(3,706)"
673,1584940,(385),(45),(8),(5),(2),(0),(98),(0),(2),(4)
674,1328660,"(3,303)",(152),(298),(145),(400),(47),"(1,539)",(28),(83),(245)
675,24200,"(11,549)",(570),"(1,142)","(2,459)","(1,558)",(196),(126),(15),(67),(238)
676,1331550,"(3,394)","(1,010)",(168),(196),(133),(21),(453),(24),(187),(53)
677,977950,"(10,518)",(598),"(1,228)",(786),"(2,041)",(86),"(17,946)",(154),"(21,398)",(373)
678,2343650,(654),"(1,135)",(213),(285),(30),(8),(19),(2),(5),(19)
679,1333350,"(1,181)",(39),(68),(63),(143),(6),"(4,332)",(23),(18),(24)
680,438740,"(26,231)","(1,160)","(3,639)","(6,293)","(18,956)",(626),"(2,914)",(304),(564),(909)
681,763890,"(11,327)",(164),(122),(119),(127),(45),"(2,985)",(8),(74),(42)
682,235460,"(41,390)",(893),"(5,233)","(4,402)","(9,741)",(640),(632),(22),(34),"(1,645)"
683,476600,"(19,228)","(1,592)","(1,882)","(1,191)","(2,440)",(413),"(2,711)",(232),"(1,388)","(1,641)"
684,504230,"(39,412)","(1,685)","(4,755)","(6,443)","(2,875)",(276),"(18,093)",(317),"(1,247)",(480)
685,702320,(537),(72),(77),(118),(138),(30),(49),(12),(48),(53)
686,1654660,(565),(97),(31),(14),(11),(5),(4),(1),(6),(3)
687,1967430,(804),(30),(23),(9),(1),(9),(905),(40),(75),(4)
688,1372280,"(5,216)",(57),(394),(313),(245),(24),"(1,080)",(168),(357),(16)
689,560130,"(9,990)",(467),(457),(422),"(1,186)",(225),"(2,717)",(36),(342),(417)
690,1099410,"(1,594)",(105),(90),(38),(104),(33),(311),(1),(80),(45)
691,673750,(892),(8),(80),(89),"(1,593)",(3),"(1,505)",(76),(512),(65)
692,1593030,"(2,505)",(247),(65),(48),(61),(14),(448),(46),(62),(29)
693,1041320,"(1,611)",(143),(409),(483),(726),(33),(603),(34),(20),(136)
694,1172380,"(80,273)","(2,632)","(5,251)","(3,499)","(5,978)",(619),"(17,324)",(341),"(2,367)","(2,803)"
695,433340,"(62,825)","(2,162)","(7,011)","(4,885)","(11,040)",(503),"(9,553)",(280),"(2,344)","(2,833)"
696,1782120,"(5,173)",(114),(346),(103),(149),(49),(922),(192),(372),(98)
697,2383120,(718),(14),(72),(53),(47),(11),(13),(4),(49),(23)
698,218230,"(48,966)","(2,648)","(2,120)","(1,359)","(4,011)",(653),"(4,913)",(242),(798),"(1,121)"
699,206480,"(5,044)",(140),(156),(328),(145),(42),(179),(16),(19),(33)
700,8870,"(64,669)","(2,833)","(9,544)","(5,399)","(14,358)","(1,481)","(17,856)",(474),"(4,868)","(1,579)"
701,1608070,"(2,605)",(160),(218),(82),(38),(70),(859),(73),(59),(20)
702,337320,"(12,512)",(418),(426),(580),"(3,418)",(148),"(1,725)",(24),(143),"(1,212)"
703,463530,"(6,457)",(185),(237),(102),(221),(29),"(1,135)",(30),(82),(93)
704,1012790,"(7,099)",(125),(86),(37),(454),(25),(140),(55),(140),(54)
705,311560,"(5,784)",(294),(544),"(1,177)","(1,381)",(103),"(2,689)",(37),(402),(308)
706,2014780,(931),(41),(66),(96),(171),(22),(251),(8),(30),(30)
707,704850,"(10,352)",(378),(739),(409),"(1,854)",(317),"(4,462)",(128),(407),"(1,540)"
708,424840,"(30,401)","(1,825)","(7,608)","(6,055)","(15,180)",(798),"(17,865)",(305),"(2,250)","(1,523)"
709,2440510,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed
710,365360,"(13,328)",(506),(300),(262),"(2,168)",(141),"(1,747)",(68),(613),(292)
711,1366540,"(21,753)",(826),(920),(264),(763),(98),"(44,907)",(229),(344),(250)
712,755500,"(2,117)",(231),(344),(323),(407),(37),(434),(1),(78),(57)
713,1029780,"(8,311)",(806),(874),(444),(855),(103),"(1,632)",(237),(370),(510)
714,418460,"(35,418)","(1,173)","(1,228)",(863),"(5,099)",(302),"(3,876)",(152),(744),(755)
715,1250650,(628),(25),(14),(2),(25),(8),(882),(53),(109),(5)
716,858710,(761),(11),(39),(49),(13),(1),(54),(11),(0),(5)
717,1552350,"(1,088)",(5),(9),(5),(50),(1),(0),(0),(0),(1)
718,325610,"(16,629)","(1,202)","(1,255)",(520),"(3,506)",(605),"(2,156)",(6),(536),(686)
719,653530,"(14,028)",(583),(679),(721),(611),(129),"(2,476)",(354),"(1,357)",(187)
720,410340,"(4,440)",(732),(275),(162),(312),(211),(631),(20),(64),(155)
721,1547890,"(1,740)",(44),(145),(50),(29),(2),(465),(31),(22),(21)
722,784950,"(2,344)",(202),(143),(94),(172),(65),(24),(2),(11),(139)
723,447040,"(20,441)",(900),"(1,242)","(3,396)","(7,838)",(187),"(24,817)",(272),"(1,556)",(900)
724,332800,"(12,169)",(225),"(1,361)",(660),"(1,460)",(116),(193),(42),(270),(627)
725,362890,"(59,143)","(1,962)","(6,096)","(2,592)","(14,325)",(599),"(4,597)",(151),"(1,378)","(1,603)"
726,740130,"(12,598)",(822),(790),(476),"(1,005)",(201),"(9,050)",(913),"(1,411)",(98)
727,1455840,"(17,252)",(622),(389),(292),"(1,440)",(120),"(1,442)",(159),(233),(431)
728,1061910,"(6,643)",(198),(425),(281),"(1,283)",(66),(630),(58),(169),(116)
729,1388880,"(8,196)",(324),"(1,696)","(1,046)","(2,756)",(115),"(5,212)",(216),(245),(207)
730,8500,"(19,682)",(802),"(1,147)",(647),"(5,461)",(147),(239),(117),"(1,495)",(456)
731,787480,"(7,255)",(360),(406),(583),(305),(49),"(9,294)",(124),"(2,243)",(104)
732,1245560,"(1,581)",(45),(93),(104),(24),(2),(109),(4),(13),(19)
733,1368820,"(1,236)",(55),(54),(62),(9),(11),(26),(5),(37),(9)
734,777130,"(5,251)",(59),(117),(191),(152),(7),(52),(5),(7),(105)
735,2069310,(272),(7),(4),(3),(0),(3),(3),(5),(1),(1)
736,2314720,(243),(2),(13),(3),(13),(2),(36),(40),(51),(0)
737,1106840,"(14,628)",(560),(161),(283),(324),(37),(342),(29),(38),(422)
738,1238860,"(26,420)",(531),"(3,225)","(4,200)","(9,672)",(157),"(1,289)",(245),"(1,455)","(2,245)"
739,349040,"(21,147)","(1,756)","(5,250)","(9,875)","(9,833)",(397),"(18,884)",(72),"(2,660)","(1,298)"
740,219740,"(39,687)","(2,316)","(4,001)","(5,242)","(12,022)",(628),"(26,571)",(266),"(1,923)","(3,633)"
741,1410710,"(3,365)",(96),(136),(118),(94),(43),(204),(11),(80),(158)
742,466300,"(2,391)",(76),(73),(49),(395),(44),(509),(18),(119),(157)
743,209000,"(21,557)","(1,146)","(3,300)","(4,582)","(4,996)",(570),"(1,708)",(102),(739),"(1,085)"
744,1113000,"(44,261)",(633),"(2,416)","(1,778)",(783),(338),"(7,867)",(984),"(1,891)",(455)
745,1671200,"(3,802)",(138),(503),(584),"(1,516)",(48),(600),(12),(1),(144)
746,641990,"(12,373)",(899),(691),(634),"(3,699)",(238),"(5,848)",(69),(187),"(1,057)"
747,203770,"(47,513)","(2,746)","(2,118)","(1,546)","(4,523)",(541),"(3,699)",(112),"(1,033)","(1,645)"
748,4500,"(15,020)",(454),"(1,771)",(667),"(13,281)",(237),(429),(126),(210),"(1,052)"
749,736260,"(11,502)",(372),(255),(280),(451),(62),"(2,376)",(362),"(1,893)",(218)
750,1555150,(51),(1),(3),(125),(0),(0),(1),(1),(0),(0)
751,240720,"(36,848)",(677),(882),(634),"(3,741)",(190),"(11,395)","(1,270)","(3,463)","(1,213)"
752,307780,"(18,661)",(737),"(5,154)","(4,573)","(12,861)",(320),"(1,298)",(21),(239),"(1,535)"
753,536270,"(5,242)",(313),(270),(184),(398),(71),(999),(55),(130),(110)
754,212160,"(6,653)",(135),(114),(2),(4),(49),(39),(1),(11),(105)
755,368500,"(8,493)",(319),(681),"(1,150)","(1,720)",(89),"(9,157)",(140),"(1,101)",(331)
756,1229240,"(3,160)",(145),(86),(96),(24),(18),(431),(44),(221),(18)
757,2121980,(96),(0),(2),(1),(0),(0),(2),(0),(0),(0)
758,1265860,"(2,016)",(44),(77),(86),(31),(11),(11),(7),(12),(30)
759,1009560,"(3,290)",(172),(137),(145),(187),(58),(843),(28),(210),(162)
760,1272320,"(2,505)",(227),(115),(35),(274),(56),(898),(23),(66),(37)
761,1490890,"(9,212)",(765),"(1,612)",(735),(188),(162),(448),(75),"(2,173)",(192)
762,2058190,"(1,884)",(54),(88),(34),(34),(15),"(1,001)",(101),(287),(25)
763,885970,"(6,878)",(224),(230),(54),(538),(142),(625),(5),(38),(148)
764,1404210,"(31,039)","(1,059)","(2,449)","(2,795)","(5,504)",(347),"(3,497)",(93),(832),"(1,651)"
765,1568590,"(8,376)",(215),(397),"(1,422)","(2,114)",(71),"(32,421)",(31),"(2,418)",(314)
766,2066020,"(6,804)",(525),(256),(590),"(1,031)",(36),"(1,887)",(188),(566),(267)
767,450540,"(16,783)",(110),(87),(44),(227),(39),(492),(129),(288),(102)
768,1005300,"(2,386)",(4),(13),(8),(145),(2),(1),(0),(2),(2)
769,1913210,(969),(9),(14),(10),(9),(8),(23),(6),(7),(5)
770,403640,"(26,547)","(1,689)","(1,476)",(984),"(7,271)",(420),"(11,075)",(134),"(1,149)",(990)
771,845890,(981),(13),(21),(12),(9),(4),(56),(0),(26),(0)
772,1357210,(228),(4),(3),(1),(4),(0),(1),(0),(1),(1)
773,246900,"(11,780)",(239),(491),(325),"(1,572)",(74),(181),(196),"(1,933)",(193)
774,787860,"(34,996)","(3,706)","(1,410)","(3,327)","(2,907)",(694),"(1,465)",(69),(281),"(8,234)"
775,493490,"(5,855)",(396),(371),(419),"(10,101)",(179),(297),(90),(258),(804)
776,887570,"(1,890)",(27),(13),(12),(27),(8),(44),(12),(22),(18)
777,1139980,"(3,937)",(172),(273),(398),(155),(34),(686),(94),(216),(93)
778,1324340,(600),(18),(46),(24),(41),(9),(125),(231),(38),(4)
779,865360,"(5,025)",(528),(340),(359),"(1,386)",(121),"(1,625)",(41),(743),(203)
780,268650,"(9,021)",(101),(53),(29),(176),(16),(78),(87),(141),(58)
781,1761390,"(5,574)",(137),(878),(201),(91),(31),"(2,621)",(401),(372),(88)
782,1489630,"(2,103)",(44),(23),(15),(67),(4),(144),(12),(11),(14)
783,238090,"(9,368)",(738),"(1,065)","(1,437)","(4,828)",(234),"(1,982)",(94),(434),"(1,019)"
784,636480,"(38,377)",(568),"(1,199)",(941),"(5,257)",(240),"(10,724)",(216),(883),(636)
785,1893820,(298),(24),(9),(3),(17),(7),(50),(7),(13),(5)
786,1325200,"(12,016)",(476),(618),(345),"(1,035)",(158),"(18,569)",(403),"(1,000)",(174)
787,1350200,(733),(27),(40),(60),(28),(12),(122),(27),(26),(4)
788,1329500,"(2,707)",(70),(144),(124),(268),(20),(103),(4),(29),(76)
789,200510,"(34,055)","(1,828)","(2,780)","(1,338)","(4,991)",(637),"(1,285)",(256),"(1,503)",(980)
790,22320,"(18,383)",(515),(355),(356),"(1,771)",(130),(130),(24),(64),(272)
791,1039880,"(2,853)",(39),(18),(9),(157),(17),(42),(12),(19),(12)
792,32470,"(27,294)",(722),"(1,159)",(329),"(1,159)",(155),(123),(19),(44),(548)
793,1843760,"(3,907)",(73),(400),(47),(41),(7),(49),(5),(16),(26)
794,1205970,(948),(42),(30),(14),(15),(6),(2),(0),(0),(12)
795,1730700,(544),(5),(3),(8),(3),(2),(11),(33),(49),(1)
796,307960,"(4,017)",(235),(240),(147),(471),(48),(349),(7),(34),(136)
797,1454400,"(31,057)",(560),"(5,177)","(4,357)","(2,205)",(134),"(1,883)","(1,035)",(333),(987)
798,1850570,"(7,817)",(352),(487),(481),"(1,442)",(200),"(6,491)",(170),(483),(218)
799,1860510,(676),(75),(87),(7),(404),(10),(204),(7),(19),(20)
800,1970580,"(2,204)",(57),(45),(42),(89),(4),(679),(103),(393),(18)
801,1530160,(469),(21),(52),(70),(3),(5),(30),(0),(51),(0)
802,1213210,"(19,929)",(824),(491),(387),(843),(117),"(3,484)",(18),(425),(484)
803,1262540,"(5,090)",(156),(992),"(1,091)","(3,662)",(72),"(1,180)",(60),(62),(671)
804,211820,"(76,040)","(4,027)","(3,846)","(4,251)","(13,987)",(522),"(7,272)",(371),"(1,788)",(950)
805,1138850,"(1,691)",(73),(99),(48),(245),(10),(160),(26),(75),(34)
806,2328760,(605),(53),(27),(19),(6),(14),(4),(7),(0),(4)
807,1202130,"(5,476)",(256),(389),(104),(610),(76),(631),(10),(65),(70)
808,972660,"(15,507)",(689),(623),"(1,790)","(1,486)",(115),"(10,956)",(70),(762),(161)
809,926990,"(5,761)",(42),(56),(113),(138),(15),(55),(4),(14),(53)
810,1902690,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed,Failed
811,774461,"(2,290)",(8),(6),(3),(78),(2),(1),(0),(1),(4)
812,610180,"(2,371)",(10),(15),(30),(325),(3),(1),(0),(1),(10)
813,1243830,(950),(38),(138),(89),(51),(17),"(1,669)",(36),(78),(24)
814,1959350,(213),(2),(3),(2),(2),(1),(2),(1),(0),(0)
815,1196310,(504),(9),(38),(59),(10),(2),(4),(0),(0),(3)
816,34030,"(12,606)","(1,676)","(1,240)",(338),"(1,178)",(402),"(1,419)",(6),(241),(687)
817,758690,(923),(116),(32),(26),(136),(12),(58),(6),(3),(42)
818,335670,"(10,656)",(150),(853),(281),(497),(70),(357),(91),(221),(55)
819,1153640,"(1,877)",(117),(69),(41),(154),(19),(225),(22),(42),(28)
820,750920,"(26,655)","(1,963)","(3,038)","(3,052)","(4,546)",(590),"(17,461)",(214),"(1,628)","(1,629)"
821,692890,"(4,861)",(246),(126),(57),(259),(41),(552),(36),(106),(41)
822,225540,"(54,509)","(2,725)","(3,228)","(4,653)","(14,768)",(545),"(16,016)",(340),(635),"(2,692)"
823,1239080,"(4,799)",(165),(131),(85),(245),(16),(780),(10),(168),(102)
824,425220,"(1,190)",(145),(267),(569),(376),(46),(776),(3),(287),(37)
825,1665190,"(2,126)",(24),(61),(66),(19),(10),(25),(1),(0),(16)
826,1811990,"(3,739)",(91),(67),(58),(32),(12),"(1,231)",(135),(167),(14)
827,1533420,"(9,331)",(170),(319),(232),"(1,239)",(49),(495),(26),(35),(69)
828,1594320,"(2,743)",(177),(90),(90),(183),(24),(282),(53),(53),(65)
829,1119730,"(6,986)",(448),(479),(551),(799),(81),(589),(35),(43),(75)
830,288470,"(7,789)",(565),(499),(530),"(1,759)",(108),(207),(24),(54),(205)
831,1805480,"(1,952)",(57),(111),(25),(44),(15),(684),(88),(256),(30)
832,698670,"(6,365)",(313),(353),(172),"(1,393)",(116),"(1,507)",(81),(117),(119)
833,429050,"(8,741)",(393),(246),(429),(417),(23),"(1,900)",(35),(961),(113)
834,1551670,(27),(0),(0),(0),(2),(0),(220),(0),(1),(0)
835,1487210,(349),(1),(0),(1),(1),(0),(1),(3),(3),(0)
836,1475810,"(6,246)",(258),(307),(243),(254),(138),"(5,460)",(427),(281),(154)
837,629760,"(74,160)","(3,085)","(2,143)","(1,790)","(15,388)",(527),"(3,319)",(246),(646),"(1,605)"
838,1158850,"(2,817)",(73),(112),(55),(58),(29),"(1,535)",(118),(365),(14)
839,2243710,(17),(0),(1),(0),(0),(0),(6),(1),(0),(0)
840,963930,"(2,851)",(110),(94),(40),(93),(23),(181),(14),(63),(25)
841,1966900,"(10,662)",(252),(673),(721),(801),(49),"(6,891)",(224),(487),(192)
842,1113560,"(12,189)",(645),"(1,033)",(366),(685),(180),"(4,292)",(295),(598),(136)
843,867210,"(3,140)",(167),(85),(57),(849),(22),(520),(9),(71),(365)
844,1239320,"(1,543)",(64),(70),(59),(69),(18),(109),(11),(36),(69)
845,673130,"(5,184)",(80),(130),(84),(248),(24),(51),(6),(28),(62)
846,766570,"(5,850)",(329),(240),(398),"(8,904)",(87),"(13,756)",(76),(885),(973)
847,568220,"(5,559)",(61),(165),(147),"(1,463)",(14),"(11,851)",(715),"(7,872)",(35)
848,240,"(62,159)","(5,914)","(7,705)","(6,617)","(49,188)",(425),"(6,225)",(215),"(1,716)","(3,167)"
849,359870,"(9,944)",(741),"(1,087)",(609),(278),(321),"(1,753)",(418),(351),(77)
850,388090,"(7,712)",(215),(670),(472),"(1,034)",(97),(313),(27),(154),(528)
851,55150,"(14,671)",(643),"(1,209)",(381),"(3,300)",(247),(686),(25),(154),(519)
852,1088850,"(18,562)",(806),(984),(512),"(3,502)",(270),"(2,785)",(39),(395),(466)
853,205100,"(46,376)","(2,693)","(4,713)","(3,049)",(207),"(1,128)","(7,089)",(211),"(1,906)",(136)
854,1949030,(474),(41),(17),(30),(17),(9),(72),(4),(27),(20)
855,824270,"(20,086)",(612),"(1,045)",(964),"(1,707)",(289),"(1,718)",(439),(367),(527)
856,1161580,"(14,674)",(339),(71),(41),(420),(37),(710),(67),(70),(119)
857,690640,"(3,428)",(378),(260),(411),"(1,275)",(88),"(3,704)",(18),(398),(186)
858,214490,"(30,588)","(1,976)","(3,214)","(2,399)","(6,100)",(737),"(1,734)",(13),(624),"(1,003)"
859,285920,"(13,984)",(389),(188),(431),"(1,490)",(149),"(1,302)",(385),(113),(217)
860,1018830,"(1,791)",(60),(22),(39),(82),(5),(103),(10),(29),(5)
861,1222690,"(7,923)",(281),(615),(897),"(1,187)",(99),(837),(60),(440),(370)
862,870780,"(21,547)",(790),(838),(771),"(3,347)",(352),"(8,044)",(147),(559),(307)
863,298110,"(20,780)",(951),"(1,772)","(3,671)","(6,122)",(329),"(6,027)",(192),"(1,668)","(1,534)"
864,469600,"(6,755)",(317),(423),(201),"(1,116)",(15),(455),(70),(146),(182)
865,445220,"(8,890)",(285),(115),(83),"(1,162)",(27),(697),(84),(108),(130)
866,1574580,"(5,940)",(225),(169),(100),(219),(50),(860),(34),(179),(49)
867,311310,"(7,482)",(678),(437),(108),"(1,208)",(141),(526),(43),(109),(169)
868,1235140,"(13,117)",(620),(936),(352),(819),(158),"(3,583)",(236),"(1,404)",(125)
869,1148760,"(1,902)",(32),(23),(35),(23),(5),(25),(2),(2),(6)
870,1139900,"(22,913)",(928),(717),(673),"(3,387)",(244),"(19,911)",(197),"(1,137)","(1,226)"
871,1961460,"(18,947)",(705),"(2,781)","(1,658)","(3,891)",(310),(573),(72),(541),(926)
872,1013320,"(2,178)",(262),(122),(193),(496),(9),(915),(49),(53),(235)
873,4700,"(18,139)","(1,053)","(1,320)",(616),"(1,673)",(509),(621),(5),(249),"(1,431)"
874,1702330,(753),(21),(13),(13),(4),(1),(255),(74),(33),(2)
875,1227890,(742),(14),(117),(49),(67),(5),"(9,401)",(81),(449),(4)
876,2239550,"(2,038)",(75),(156),(178),(446),(26),(826),(35),(85),(122)
877,1012880,"(3,280)",(311),(948),(448),"(1,804)",(113),"(1,550)",(33),(440),"(1,231)"
878,861650,"(8,357)",(406),(412),(521),(258),(51),(110),(34),(19),(151)
879,33230,"(14,754)",(911),"(1,921)","(1,215)","(3,806)",(582),"(13,918)",(59),"(1,126)",(838)
880,1954200,"(4,614)",(383),(366),(367),(696),(56),"(1,846)",(35),(290),(131)
881,1090630,"(2,922)",(125),(299),(340),(117),(30),"(2,959)",(133),(537),(11)
882,544750,"(7,328)",(473),(493),(381),(578),(97),"(1,205)",(164),(466),(128)
883,617830,"(6,345)",(162),(104),(51),(314),(33),(239),(72),(213),(109)
884,1292630,"(1,502)",(50),(134),(66),(158),(14),(130),(19),(143),(38)
885,2170420,"(1,667)",(50),(25),(39),(50),(13),(60),(42),(9),(16)
886,333640,"(5,776)",(40),(55),(44),(74),(15),(88),(15),(36),(23)
887,"489830,1746860","(168,371)","(7,966)","(10,514)","(9,632)","(21,451)","(2,132)","(19,907)",(909),"(4,573)","(4,691)"
888,601050,"(3,363)",(200),(462),(133),(72),(67),(346),(89),(547),(53)
889,644930,"(20,458)","(1,208)","(1,412)",(617),"(1,603)",(222),"(13,564)",(268),"(1,707)",(660)
890,251060,"(9,662)",(529),(324),(185),"(1,658)",(126),"(2,857)",(131),(808),(236)
891,1236720,(619),(21),(9),(10),(9),(6),(18),(5),(13),(2)
892,47810,"(17,181)",(155),(795),(293),(503),(419),(380),(13),(130),(350)
893,10500,"(19,163)","(1,381)","(1,548)",(504),"(1,903)",(454),(921),(13),(229),"(1,115)"
894,797430,"(3,149)",(56),(51),(54),(101),(26),(139),(12),(58),(38)
895,2172260,(453),(14),(17),(13),(56),(4),(97),(6),(12),(5)
896,502520,"(5,114)",(252),(112),(28),(219),(51),(861),(47),(124),(64)
897,1128920,"(6,117)",(200),(65),(65),(472),(35),"(1,117)",(55),(86),(98)
898,728740,"(1,104)",(67),(188),(134),(247),(24),(265),(14),(30),(82)
899,220,"(82,502)","(2,564)","(11,352)","(6,016)","(36,399)","(1,354)","(7,300)",(243),"(2,312)","(4,507)"
900,1881420,(581),(3),(17),(29),(0),(3),(47),(17),(18),(1)
901,1349230,"(5,507)",(38),(52),(61),(148),(7),(343),(14),(105),(40)
902,1049410,"(13,651)",(500),(937),(468),"(1,343)",(102),"(4,016)",(131),(682),(150)
903,718670,"(6,355)",(102),(118),(86),(320),(23),"(2,739)",(43),(164),(48)
904,976590,"(2,190)",(324),(98),(63),(79),(51),(237),(20),(75),(202)
905,238320,"(34,342)","(1,610)","(8,805)","(7,235)","(20,318)",(740),"(12,180)",(463),"(1,827)","(3,999)"
906,1369630,"(7,875)",(330),"(1,459)",(964),"(1,157)",(127),"(10,144)","(1,164)","(1,683)",(78)
907,1985820,(441),(43),(20),(37),(54),(13),(293),(11),(22),(13)
908,2236300,(248),(90),(12),(15),(48),(7),(14),(8),(3),(4)
909,700600,"(7,760)",(391),(216),(108),(973),(70),(544),(14),(53),(71)
910,382310,"(8,118)",(966),(122),(119),(777),(94),(221),(28),(120),(83)
911,719040,"(12,718)",(508),(420),(223),"(1,785)",(136),(875),(18),(379),(434)
912,961200,"(5,165)",(103),(185),(66),(103),(36),(32),(3),(17),(28)
913,638970,"(37,819)",(731),"(2,829)","(1,467)","(1,869)",(311),"(8,799)",(594),"(1,807)",(664)
914,2166060,"(2,695)",(68),(158),(126),(191),(29),(62),(13),(64),(185)
915,1196090,(508),(49),(23),(17),(24),(10),(36),(8),(24),(23)
916,1097580,(575),(14),(36),(14),(26),(28),(415),(12),(100),(2)
917,612880,"(19,810)",(886),"(1,689)",(529),"(4,546)",(451),"(4,703)",(98),(786),"(1,233)"
918,1105670,"(4,698)",(426),(147),(121),(396),(19),"(1,881)",(118),(225),(112)
919,367500,"(22,161)",(790),"(1,635)","(2,680)","(1,400)",(402),"(3,290)",(371),(646),(222)
920,985830,"(1,852)",(94),(123),(86),(462),(34),(885),(12),(41),(100)
921,1967260,(170),(11),(6),(19),(11),(3),(131),(3),(8),(0)
922,1143810,(966),(63),(90),(106),(211),(8),(391),(5),(9),(20)
923,848480,"(3,064)",(72),(23),(9),(71),(8),(52),(24),(23),(22)
924,453090,"(5,213)",(198),(147),(91),(54),(27),(140),(8),(373),(10)
925,1057090,"(28,609)","(1,704)","(2,006)","(1,670)","(5,954)",(456),"(63,470)",(237),"(4,284)","(1,003)"
926,1102190,"(12,606)",(419),(227),(200),(464),(62),"(3,591)",(74),(188),(134)
927,21690,"(14,882)",(659),"(4,759)","(5,722)","(3,604)",(274),"(3,466)",(305),(411),(406)
928,1931730,(427),(35),(15),(20),(103),(3),(16),(0),(0),(26)
929,2399730,(116),(1),(1),(8),(14),(2),(13),(33),(8),(4)
